genus,species,rank,infra_epithet,scientific_name,common_names,fnct_page,source
Leersia,lenticularis,species,,Leersia lenticularis,Catchfly Grass,1280,"Diggs, Lipscomb & O'Kennon 1999, p. 1280"
Leersia,oryzoides,species,,Leersia oryzoides,Rice Cut Grass,1281,"Diggs, Lipscomb & O'Kennon 1999, p. 1281"
Leersia,virginica,species,,Leersia virginica,White Grass; Virginia Cut Grass,1281,"Diggs, Lipscomb & O'Kennon 1999, p. 1281"
Lemma,perpusilla,species,,Lemma perpusilla,,1188,"Diggs, Lipscomb & O'Kennon 1999, p. 1188"
Lemna,aequinoctialis,species,,Lemna aequinoctialis,,1188,"Diggs, Lipscomb & O'Kennon 1999, p. 1188"
Lemna,minuta,species,,Lemna minuta,Least Duckweed,1188,"Diggs, Lipscomb & O'Kennon 1999, p. 1188"
Lemna,obscura,species,,Lemna obscura,,1188,"Diggs, Lipscomb & O'Kennon 1999, p. 1188"
Lemna,valdiviana,species,,Lemna valdiviana,Valdiviana Duckweed; Pale Duckweed,1188,"Diggs, Lipscomb & O'Kennon 1999, p. 1188"
Leonotis,nepetifolia,species,,Leonotis nepetifolia,Nep-Leaf Lion’s-Ear; Lion’s-Head,759,"Diggs, Lipscomb & O'Kennon 1999, p. 759"
Leonurus,cardiaca,species,,Leonurus cardiaca,Motherwort; Common Motherwort; Lion’s-Tail,760,"Diggs, Lipscomb & O'Kennon 1999, p. 760"
Leonurus,sibiricus,species,,Leonurus sibiricus,Siberian Motherwort,760,"Diggs, Lipscomb & O'Kennon 1999, p. 760"
Lepidium,austrinum,species,,Lepidium austrinum,Southern Pepperweed,470,"Diggs, Lipscomb & O'Kennon 1999, p. 470"
Lepidium,densiflorum,species,,Lepidium densiflorum,Prairie Pepperweed; Green-Flower Peppergrass,470,"Diggs, Lipscomb & O'Kennon 1999, p. 470"
Lepidium,oblongum,species,,Lepidium oblongum,Veiny Pepperweed,470,"Diggs, Lipscomb & O'Kennon 1999, p. 470"
Lepidium,ruderale,species,,Lepidium ruderale,,472,"Diggs, Lipscomb & O'Kennon 1999, p. 472"
Lepidium,virginicum,species,,Lepidium virginicum,Virginia Pepper-Grass; Poorman’s-Pepper; American Peppergrass; Lentejilla,472,"Diggs, Lipscomb & O'Kennon 1999, p. 472"
Leptochloa,dubia,species,,Leptochloa dubia,Green Sprangletop; Texas Crowfoot,1281,"Diggs, Lipscomb & O'Kennon 1999, p. 1281"
Leptochloa,fascicularis,species,,Leptochloa fascicularis,Bearded Sprangletop; Salt Meadow Grass; Salt Sprangletop,1281,"Diggs, Lipscomb & O'Kennon 1999, p. 1281"
Leptochloa,mucronata,species,,Leptochloa mucronata,Red Sprangletop; Slender Grass,1281,"Diggs, Lipscomb & O'Kennon 1999, p. 1281"
Leptochloa,uninerva,species,,Leptochloa uninerva,Mexican Sprangletop,1282,"Diggs, Lipscomb & O'Kennon 1999, p. 1282"
Leptopus,phyllanthoides,species,,Leptopus phyllanthoides,Maidenbush,610,"Diggs, Lipscomb & O'Kennon 1999, p. 610"
Lepuropetalon,spathulatum,species,,Lepuropetalon spathulatum,,988,"Diggs, Lipscomb & O'Kennon 1999, p. 988"
Lespedeza,capitata,species,,Lespedeza capitata,Round-Head Bush-Clover; Round-Head Lespedeza,670,"Diggs, Lipscomb & O'Kennon 1999, p. 670"
Lespedeza,cuneata,species,,Lespedeza cuneata,Sericea; Sericea Lespedeza; Chinese Bush-Clover,670,"Diggs, Lipscomb & O'Kennon 1999, p. 670"
Lespedeza,hirta,species,,Lespedeza hirta,Hairy Bush-Clover; Hairy Lespedeza,670,"Diggs, Lipscomb & O'Kennon 1999, p. 670"
Lespedeza,intermedia,species,,Lespedeza intermedia,,671,"Diggs, Lipscomb & O'Kennon 1999, p. 671"
Lespedeza,procumbens,species,,Lespedeza procumbens,Trailing Bush-Clover; Trailing Lespedeza,670,"Diggs, Lipscomb & O'Kennon 1999, p. 670"
Lespedeza,repens,species,,Lespedeza repens,Creeping Bush-Clover; Creeping Lespedeza,670,"Diggs, Lipscomb & O'Kennon 1999, p. 670"
Lespedeza,stuevei,species,,Lespedeza stuevei,Tall Bush-Clover; Stueve’s Bush-Clover,670,"Diggs, Lipscomb & O'Kennon 1999, p. 670"
Lespedeza,texana,species,,Lespedeza texana,Texas Bush-Clover; Texas Lespedeza,670,"Diggs, Lipscomb & O'Kennon 1999, p. 670"
Lespedeza,violacea,species,,Lespedeza violacea,Violet Lespedeza; Prairie-Clover,670,"Diggs, Lipscomb & O'Kennon 1999, p. 670"
Lespedeza,virginica,species,,Lespedeza virginica,Slender Bush-Clover; Slender Lespedeza,671,"Diggs, Lipscomb & O'Kennon 1999, p. 671"
Lesquerella,angustifolia,species,,Lesquerella angustifolia,Narrow-Leaf Bladderpod,473,"Diggs, Lipscomb & O'Kennon 1999, p. 473"
Lesquerella,auriculata,species,,Lesquerella auriculata,Ear -Leaf Bladderpod,473,"Diggs, Lipscomb & O'Kennon 1999, p. 473"
Lesquerella,densiflora,species,,Lesquerella densiflora,Dense-Flower Bladderpod,473,"Diggs, Lipscomb & O'Kennon 1999, p. 473"
Lesquerella,engelmannii,species,,Lesquerella engelmannii,Engelmann’s Bladderpod,473,"Diggs, Lipscomb & O'Kennon 1999, p. 473"
Lesquerella,fendleri,species,,Lesquerella fendleri,Fendler’s Bladderpod; Popweed,473,"Diggs, Lipscomb & O'Kennon 1999, p. 473"
Lesquerella,gordonii,species,,Lesquerella gordonii,Gordon’s Bladderpod; Popweed; Beadpop,473,"Diggs, Lipscomb & O'Kennon 1999, p. 473"
Lesquerella,gracilis,species,,Lesquerella gracilis,,474,"Diggs, Lipscomb & O'Kennon 1999, p. 474"
Lesquerella,gracilis,subspecies,gracilis,Lesquerella gracilis subsp. gracilis,White Bladderpod; Lax Bladderpod; Pear -Fruit Bladderpod; Cloth-Of-Gold,474,"Diggs, Lipscomb & O'Kennon 1999, p. 474"
Lesquerella,gracilis,subspecies,nuttallii,Lesquerella gracilis subsp. nuttallii,,474,"Diggs, Lipscomb & O'Kennon 1999, p. 474"
Lesquerella,grandiflora,species,,Lesquerella grandiflora,Big-Flower Bladderpod,474,"Diggs, Lipscomb & O'Kennon 1999, p. 474"
Lesquerella,recurvata,species,,Lesquerella recurvata,Slender Bladderpod,474,"Diggs, Lipscomb & O'Kennon 1999, p. 474"
Leucanthemum,vulgare,species,,Leucanthemum vulgare,Ox-Eye Daisy; White Daisy; Whiteweed; Moon Daisy; Dog Daisy; Marguerite,382,"Diggs, Lipscomb & O'Kennon 1999, p. 382"
Leucojum,aestivum,species,,Leucojum aestivum,Giant Snowflake; Summer Snowflake,1204,"Diggs, Lipscomb & O'Kennon 1999, p. 1204"
Leucojum,vernum,species,,Leucojum vernum,,1206,"Diggs, Lipscomb & O'Kennon 1999, p. 1206"
Leucospora,multifida,species,,Leucospora multifida,Narrow-Leaf Conobea,1000,"Diggs, Lipscomb & O'Kennon 1999, p. 1000"
Liatris,acidota,species,,Liatris acidota,,386,"Diggs, Lipscomb & O'Kennon 1999, p. 386"
Liatris,aspera,species,,Liatris aspera,Tall Gayfeather; Rough Gayfeather,384,"Diggs, Lipscomb & O'Kennon 1999, p. 384"
Liatris,elegans,species,,Liatris elegans,Pink-Scale Gayfeather; Handsome Blazingstar,384,"Diggs, Lipscomb & O'Kennon 1999, p. 384"
Liatris,mucronata,species,,Liatris mucronata,Narrow-Leaf Gayfeather,384,"Diggs, Lipscomb & O'Kennon 1999, p. 384"
Liatris,pycnostachya,species,,Liatris pycnostachya,Kansas Gayfeather; Hairy Button-Snakeroot,384,"Diggs, Lipscomb & O'Kennon 1999, p. 384"
Liatris,squarrosa,species,,Liatris squarrosa,,384,"Diggs, Lipscomb & O'Kennon 1999, p. 384"
Liatris,squarrosa,variety,alabamensis,Liatris squarrosa var. alabamensis,,386,"Diggs, Lipscomb & O'Kennon 1999, p. 386"
Liatris,squarrosa,variety,glabrata,Liatris squarrosa var. glabrata,Smooth Gayfeather,386,"Diggs, Lipscomb & O'Kennon 1999, p. 386"
Ligustrum,japonicum,species,,Ligustrum japonicum,Wax -Leaf Ligustrum; Japanese Privet; Wax-Leaf Privet,850,"Diggs, Lipscomb & O'Kennon 1999, p. 850"
Ligustrum,lucidum,species,,Ligustrum lucidum,Glossy Privet; Chinese Privet; Nepal Privet; Wax-Leaf Privet; White Wax Tree; Tree Privet,850,"Diggs, Lipscomb & O'Kennon 1999, p. 850"
Ligustrum,quihoui,species,,Ligustrum quihoui,Quihou’s Privet,850,"Diggs, Lipscomb & O'Kennon 1999, p. 850"
Ligustrum,sinense,species,,Ligustrum sinense,,76,"Diggs, Lipscomb & O'Kennon 1999, p. 76"
Ligustrum,species,species,,Ligustrum species,,77,"Diggs, Lipscomb & O'Kennon 1999, p. 77"
Ligustrum,vulgare,species,,Ligustrum vulgare,,850,"Diggs, Lipscomb & O'Kennon 1999, p. 850"
Limnodea,arkansana,species,,Limnodea arkansana,Ozark Grass,1282,"Diggs, Lipscomb & O'Kennon 1999, p. 1282"
Limnosciadium,pinnatum,species,,Limnosciadium pinnatum,Arkansas Dogshade,255,"Diggs, Lipscomb & O'Kennon 1999, p. 255"
Limnosciadium,pumilum,species,,Limnosciadium pumilum,,255,"Diggs, Lipscomb & O'Kennon 1999, p. 255"
Linaria,texana,species,,Linaria texana,,1400,"Diggs, Lipscomb & O'Kennon 1999, p. 1400"
Linaria,vulgaris,species,,Linaria vulgaris,Butter-And-Eggs; Common Toad-Flax,1002,"Diggs, Lipscomb & O'Kennon 1999, p. 1002"
Lindera,benzoin,variety,pubescens,Lindera benzoin var. pubescens,Spicebush,786,"Diggs, Lipscomb & O'Kennon 1999, p. 786"
Lindernia,dubia,variety,anagallidea,Lindernia dubia var. anagallidea,Clasping False Pimpernel,1002,"Diggs, Lipscomb & O'Kennon 1999, p. 1002"
Lindheimera,texana,species,,Lindheimera texana,,80,"Diggs, Lipscomb & O'Kennon 1999, p. 80"
Linum,alatum,species,,Linum alatum,,790,"Diggs, Lipscomb & O'Kennon 1999, p. 790"
Linum,grandiflorum,species,,Linum grandiflorum,Flowering Flax,790,"Diggs, Lipscomb & O'Kennon 1999, p. 790"
Linum,hudsonioides,species,,Linum hudsonioides,,790,"Diggs, Lipscomb & O'Kennon 1999, p. 790"
Linum,imbricatum,species,,Linum imbricatum,Tufted Flax,790,"Diggs, Lipscomb & O'Kennon 1999, p. 790"
Linum,lewisii,species,,Linum lewisii,,792,"Diggs, Lipscomb & O'Kennon 1999, p. 792"
Linum,medium,variety,texanum,Linum medium var. texanum,Texas Flax; Sucker Flax,790,"Diggs, Lipscomb & O'Kennon 1999, p. 790"
Linum,pratense,species,,Linum pratense,Meadow Flax; Norton’s Flax,790,"Diggs, Lipscomb & O'Kennon 1999, p. 790"
Linum,rigidum,species,,Linum rigidum,,790,"Diggs, Lipscomb & O'Kennon 1999, p. 790"
Linum,rigidum,variety,berlandieri,Linum rigidum var. berlandieri,Berlandier’s Flax,792,"Diggs, Lipscomb & O'Kennon 1999, p. 792"
Linum,rigidum,variety,rigidum,Linum rigidum var. rigidum,Stiff-Stem Flax,792,"Diggs, Lipscomb & O'Kennon 1999, p. 792"
Linum,rupestre,species,,Linum rupestre,Rock Flax,792,"Diggs, Lipscomb & O'Kennon 1999, p. 792"
Linum,schiedeanum,species,,Linum schiedeanum,,792,"Diggs, Lipscomb & O'Kennon 1999, p. 792"
Linum,striatum,species,,Linum striatum,Rigid Flax,792,"Diggs, Lipscomb & O'Kennon 1999, p. 792"
Linum,sulcatum,species,,Linum sulcatum,Grooved Flax,792,"Diggs, Lipscomb & O'Kennon 1999, p. 792"
Linum,usitatissimum,species,,Linum usitatissimum,Common Flax; Cultivated Flax; Linaza,792,"Diggs, Lipscomb & O'Kennon 1999, p. 792"
Lipocarpha,aristulata,species,,Lipocarpha aristulata,,1155,"Diggs, Lipscomb & O'Kennon 1999, p. 1155"
Lipocarpha,drummondii,species,,Lipocarpha drummondii,Common Hemicarpha,1155,"Diggs, Lipscomb & O'Kennon 1999, p. 1155"
Lipocarpha,micrantha,species,,Lipocarpha micrantha,,1156,"Diggs, Lipscomb & O'Kennon 1999, p. 1156"
Lippia,canescens,variety,canescens,Lippia canescens var. canescens,,1054,"Diggs, Lipscomb & O'Kennon 1999, p. 1054"
Lippia,cuneifolia,species,,Lippia cuneifolia,Wedge-Leaf Frogfruit,1054,"Diggs, Lipscomb & O'Kennon 1999, p. 1054"
Lippia,graveolens,species,,Lippia graveolens,,1054,"Diggs, Lipscomb & O'Kennon 1999, p. 1054"
Lippia,lanceolata,species,,Lippia lanceolata,Frogfruit; Lance-Leaf Frogfruit; Northern Frogfruit,1054,"Diggs, Lipscomb & O'Kennon 1999, p. 1054"
Lippia,nodiflora,species,,Lippia nodiflora,Frogfruit; Common Frogfruit; Turkeytangle; Cape-Weed; Mat-Grass; Hierba De La Virgin María; Texas Frogfruit; Saw-Tooth Frogfruit; Fogfruit; Spatulate-Leaf Fogfruit; Weighty Fogfruit; Wedge-Leaf Frogfruit; Hoary Frogfruit,1054,"Diggs, Lipscomb & O'Kennon 1999, p. 1054"
Lippia,strigulosa,species,,Lippia strigulosa,Diamond-Leaf Frogfruit; Turre Hembra; Hierba Buena Montes,1054,"Diggs, Lipscomb & O'Kennon 1999, p. 1054"
Liquidambar,styraciflua,species,,Liquidambar styraciflua,Sweetgum; Redgum,737,"Diggs, Lipscomb & O'Kennon 1999, p. 737"
Lithospermum,caroliniense,species,,Lithospermum caroliniense,Puccoon; Carolina Gromwell; Carolina Puccoon,452,"Diggs, Lipscomb & O'Kennon 1999, p. 452"
Lithospermum,incisum,species,,Lithospermum incisum,Narrow-Leaf Gromwell; Narrow-Leaf Puccoon,452,"Diggs, Lipscomb & O'Kennon 1999, p. 452"
Lithospermum,matamorense,species,,Lithospermum matamorense,Rough Gromwell,452,"Diggs, Lipscomb & O'Kennon 1999, p. 452"
Lobelia,appendiculata,species,,Lobelia appendiculata,Earflower,498,"Diggs, Lipscomb & O'Kennon 1999, p. 498"
Lobelia,cardinalis,species,,Lobelia cardinalis,Cardinal-Flower,498,"Diggs, Lipscomb & O'Kennon 1999, p. 498"
Lobelia,puberula,species,,Lobelia puberula,Downy Lobelia; Purple-Dewdrop,498,"Diggs, Lipscomb & O'Kennon 1999, p. 498"
Lobelia,siphilitica,variety,ludoviciana,Lobelia siphilitica var. ludoviciana,Big Blue Lobelia; Blue Cardinal -Flower; Great Lobelia; Louisiana Lobelia,498,"Diggs, Lipscomb & O'Kennon 1999, p. 498"
Lobelia,spicata,species,,Lobelia spicata,,500,"Diggs, Lipscomb & O'Kennon 1999, p. 500"
Loeflingia,squarrosa,species,,Loeflingia squarrosa,Spreading Loeflingia,518,"Diggs, Lipscomb & O'Kennon 1999, p. 518"
Lolium,perenne,species,,Lolium perenne,,1282,"Diggs, Lipscomb & O'Kennon 1999, p. 1282"
Lolium,perenne,subspecies,multiflorum,Lolium perenne subsp. multiflorum,Italian Rye Grass,1282,"Diggs, Lipscomb & O'Kennon 1999, p. 1282"
Lolium,temulentum,species,,Lolium temulentum,Darnel; Darnel Rye Grass; Beardless Darnel Rye Grass; Poison Darnel,1282,"Diggs, Lipscomb & O'Kennon 1999, p. 1282"
Lomatium,foeniculaceum,subspecies,daucifolium,Lomatium foeniculaceum subsp. daucifolium,Carrot-Leaf Lomatium,255,"Diggs, Lipscomb & O'Kennon 1999, p. 255"
Lonicera,albiflora,species,,Lonicera albiflora,White Honeysuckle; Bushy Honeysuckle,508,"Diggs, Lipscomb & O'Kennon 1999, p. 508"
Lonicera,fragrantissima,species,,Lonicera fragrantissima,Sweet-Breath-Of-Spring,508,"Diggs, Lipscomb & O'Kennon 1999, p. 508"
Lonicera,japonica,species,,Lonicera japonica,Japanese Honeysuckle,508,"Diggs, Lipscomb & O'Kennon 1999, p. 508"
Lonicera,maackii,species,,Lonicera maackii,Amur Honeysuckle; Bush Honeysuckle; Tree Honeysuckle; Maack’s Honeysuckle,508,"Diggs, Lipscomb & O'Kennon 1999, p. 508"
Lonicera,sempervirens,species,,Lonicera sempervirens,Coral Honeysuckle; Trumpet Honeysuckle; Evergreen Honeysuckle,510,"Diggs, Lipscomb & O'Kennon 1999, p. 510"
Lotus,corniculatus,species,,Lotus corniculatus,Bird-Foot Trefoil; Bird-Foot Deer-Vetch; Eggs-And-Bacon,671,"Diggs, Lipscomb & O'Kennon 1999, p. 671"
Lotus,unifoliolatus,species,,Lotus unifoliolatus,Pursh’s Deer-Vetch,671,"Diggs, Lipscomb & O'Kennon 1999, p. 671"
Ludwigia,alternifolia,species,,Ludwigia alternifolia,Seedbox; Rattle-Box; Bushy Seedbox,860,"Diggs, Lipscomb & O'Kennon 1999, p. 860"
Ludwigia,decurrens,species,,Ludwigia decurrens,Primrose -Willow; Upright Primrose -Willow,860,"Diggs, Lipscomb & O'Kennon 1999, p. 860"
Ludwigia,glandulosa,species,,Ludwigia glandulosa,Torrey’s Seedbox; Creeping Seedbox; Cylindric-Fruit Ludwigia,860,"Diggs, Lipscomb & O'Kennon 1999, p. 860"
Ludwigia,leptocarpa,species,,Ludwigia leptocarpa,Angle-Stem Water-Primrose,860,"Diggs, Lipscomb & O'Kennon 1999, p. 860"
Ludwigia,linearis,species,,Ludwigia linearis,Narrow-Leaf Seedbox; Linearleaf Ludwigia,860,"Diggs, Lipscomb & O'Kennon 1999, p. 860"
Ludwigia,octovalvis,species,,Ludwigia octovalvis,Shrubby Water-Primrose; Narrow-Leaf Water-Primrose,860,"Diggs, Lipscomb & O'Kennon 1999, p. 860"
Ludwigia,palustris,species,,Ludwigia palustris,Marsh-Purslane; American Seedbox; Marsh Seedbox,860,"Diggs, Lipscomb & O'Kennon 1999, p. 860"
Ludwigia,peploides,species,,Ludwigia peploides,Water-Primrose; Smooth Water-Primrose; Floating Evening-Primrose; Verdolaga De Agua; Primrose-Willow,860,"Diggs, Lipscomb & O'Kennon 1999, p. 860"
Ludwigia,repens,species,,Ludwigia repens,Round-Leaf Seedbox; Floating Primrose-Willow; Creeping Primrose-Willow; Floating Water-Primrose; Creeping Water-Primrose,862,"Diggs, Lipscomb & O'Kennon 1999, p. 862"
Luffa,aegyptiaca,species,,Luffa aegyptiaca,Vegetable-Sponge; Estropajo,570,"Diggs, Lipscomb & O'Kennon 1999, p. 570"
Lupinus,subcarnosus,species,,Lupinus subcarnosus,,672,"Diggs, Lipscomb & O'Kennon 1999, p. 672"
Lupinus,texensis,species,,Lupinus texensis,Texas Bluebonnet; Buffalo-Clover; Texas Lupine,672,"Diggs, Lipscomb & O'Kennon 1999, p. 672"
Luzula,bulbosa,species,,Luzula bulbosa,Bulb Woodrush,1186,"Diggs, Lipscomb & O'Kennon 1999, p. 1186"
Luzula,echinata,variety,mesochorea,Luzula echinata var. mesochorea,,1186,"Diggs, Lipscomb & O'Kennon 1999, p. 1186"
Lycium,barbarum,species,,Lycium barbarum,Matrimony-Vine; Box-Thorn; False Jessamine,1022,"Diggs, Lipscomb & O'Kennon 1999, p. 1022"
Lycopodiella,appressa,species,,Lycopodiella appressa,Chapman Clubmoss; Southern Clubmoss; Appressed Bog Clubmoss,174,"Diggs, Lipscomb & O'Kennon 1999, p. 174"
Lycopodiella,prostrata,species,,Lycopodiella prostrata,,174,"Diggs, Lipscomb & O'Kennon 1999, p. 174"
Lycopus,americanus,species,,Lycopus americanus,American Bugleweed; Water-Horehound,760,"Diggs, Lipscomb & O'Kennon 1999, p. 760"
Lycopus,rubellus,species,,Lycopus rubellus,Water-Horehound; Arkansas Bugleweed; Taper-Leaf Bugleweed; Stalked Bugleweed,762,"Diggs, Lipscomb & O'Kennon 1999, p. 762"
Lycopus,virginicus,species,,Lycopus virginicus,Virginia Bugleweed,762,"Diggs, Lipscomb & O'Kennon 1999, p. 762"
Lycoris,radiata,species,,Lycoris radiata,Spider-Lily; Red Spider-Lily,1206,"Diggs, Lipscomb & O'Kennon 1999, p. 1206"
Lygodesmia,texana,species,,Lygodesmia texana,Texas Skeleton-Plant; Purple-Dandelion; Flowering-Straw; Milk -Pink,386,"Diggs, Lipscomb & O'Kennon 1999, p. 386"
Lyonia,mariana,species,,Lyonia mariana,Staggerbush,582,"Diggs, Lipscomb & O'Kennon 1999, p. 582"
Lysimachia,lanceolata,species,,Lysimachia lanceolata,Lance-Leaf Loosestrife,913,"Diggs, Lipscomb & O'Kennon 1999, p. 913"
Lysimachia,radicans,species,,Lysimachia radicans,,913,"Diggs, Lipscomb & O'Kennon 1999, p. 913"
Lythrum,alatum,variety,lanceolatum,Lythrum alatum var. lanceolatum,Lance-Leaf Loosestrife; Winged Loosestrife,802,"Diggs, Lipscomb & O'Kennon 1999, p. 802"
Lythrum,californicum,species,,Lythrum californicum,California Loosestrife; Hierba Del Cáncer; Winged Loosestrife,802,"Diggs, Lipscomb & O'Kennon 1999, p. 802"
Lythrum,salicaria,species,,Lythrum salicaria,Purple Loosestrife,802,"Diggs, Lipscomb & O'Kennon 1999, p. 802"
Machaeranthera,pinnatifida,species,,Machaeranthera pinnatifida,Spiny Ironplant; Cut-Leaf Ironplant,387,"Diggs, Lipscomb & O'Kennon 1999, p. 387"
Maclura,pomifera,species,,Maclura pomifera,Bois D’arc; Horse-Apple; Osage-Orange; Naranjo Chino; Bow- Wood; Hedge- Apple,831,"Diggs, Lipscomb & O'Kennon 1999, p. 831"
Malva,neglecta,species,,Malva neglecta,Common Mallow; Cheeses,812,"Diggs, Lipscomb & O'Kennon 1999, p. 812"
Malva,parviflora,species,,Malva parviflora,Little Mallow,812,"Diggs, Lipscomb & O'Kennon 1999, p. 812"
Malva,rotundifolia,species,,Malva rotundifolia,Running Mallow; Round-Leaf Mallow; Common Mallow; Dwarf Mallow; Northern Mallow,814,"Diggs, Lipscomb & O'Kennon 1999, p. 814"
Malva,sylvestris,species,,Malva sylvestris,High Mallow,814,"Diggs, Lipscomb & O'Kennon 1999, p. 814"
Malvastrum,aurantiacum,species,,Malvastrum aurantiacum,Wright’s False Mallow,814,"Diggs, Lipscomb & O'Kennon 1999, p. 814"
Malvastrum,coromandelianum,species,,Malvastrum coromandelianum,Three-Lobe False Mallow,814,"Diggs, Lipscomb & O'Kennon 1999, p. 814"
Malvaviscus,arboreus,variety,drummondii,Malvaviscus arboreus var. drummondii,Drummond’s Wax-Mallow; Texas-Mallow,815,"Diggs, Lipscomb & O'Kennon 1999, p. 815"
Malvella,lepidota,species,,Malvella lepidota,Scurfy Sida,815,"Diggs, Lipscomb & O'Kennon 1999, p. 815"
Malvella,leprosa,species,,Malvella leprosa,Alkali Sida; Dollar Weed; Alkali-Mallow,815,"Diggs, Lipscomb & O'Kennon 1999, p. 815"
Malvella,sagittifolia,species,,Malvella sagittifolia,,816,"Diggs, Lipscomb & O'Kennon 1999, p. 816"
Mammillaria,heyderi,species,,Mammillaria heyderi,Flattened Mammillaria; Nipple Cactus; Little-Chilis; Biznaga De Chilitos,489,"Diggs, Lipscomb & O'Kennon 1999, p. 489"
Manfreda,maculosa,species,,Manfreda maculosa,,1080,"Diggs, Lipscomb & O'Kennon 1999, p. 1080"
Manfreda,virginica,species,,Manfreda virginica,,1079,"Diggs, Lipscomb & O'Kennon 1999, p. 1079"
Manfreda,virginica,subspecies,lata,Manfreda virginica subsp. lata,,17,"Diggs, Lipscomb & O'Kennon 1999, p. 17"
Many,moths,species,,Many moths,,1400,"Diggs, Lipscomb & O'Kennon 1999, p. 1400"
Margaranthus,solanaceus,species,,Margaranthus solanaceus,Netted Globe-Cherry,1022,"Diggs, Lipscomb & O'Kennon 1999, p. 1022"
Marrubium,vulgare,species,,Marrubium vulgare,Common Horehound; White Horehound; Marrubio,762,"Diggs, Lipscomb & O'Kennon 1999, p. 762"
Marshallia,caespitosa,species,,Marshallia caespitosa,,387,"Diggs, Lipscomb & O'Kennon 1999, p. 387"
Marshallia,caespitosa,variety,caespitosa,Marshallia caespitosa var. caespitosa,Seep Marshallia; Barbara’s-Buttons,387,"Diggs, Lipscomb & O'Kennon 1999, p. 387"
Marshallia,caespitosa,variety,signata,Marshallia caespitosa var. signata,Barbara’s Bruttons,387,"Diggs, Lipscomb & O'Kennon 1999, p. 387"
Marsilea,macropoda,species,,Marsilea macropoda,Large-Foot Pepperwort; Water-Clover,186,"Diggs, Lipscomb & O'Kennon 1999, p. 186"
Marsilea,vestita,species,,Marsilea vestita,,186,"Diggs, Lipscomb & O'Kennon 1999, p. 186"
Marsilea,vestita,subspecies,tenuifolia,Marsilea vestita subsp. tenuifolia,Narrow -Leaf Pepperwort,186,"Diggs, Lipscomb & O'Kennon 1999, p. 186"
Marsilea,vestita,subspecies,vestita,Marsilea vestita subsp. vestita,Hooked Pepperwort; Water-Clover; Hairy Pepperwort,186,"Diggs, Lipscomb & O'Kennon 1999, p. 186"
Matelea,biflora,species,,Matelea biflora,Two-Flower Milkvine,284,"Diggs, Lipscomb & O'Kennon 1999, p. 284"
Matelea,cynanchoides,species,,Matelea cynanchoides,Milkvine,284,"Diggs, Lipscomb & O'Kennon 1999, p. 284"
Matelea,decipiens,species,,Matelea decipiens,Climbing-Milkweed,284,"Diggs, Lipscomb & O'Kennon 1999, p. 284"
Matelea,edwardsensis,species,,Matelea edwardsensis,Plateau Milkvine,284,"Diggs, Lipscomb & O'Kennon 1999, p. 284"
Matelea,gonocarpos,species,,Matelea gonocarpos,Anglepod,284,"Diggs, Lipscomb & O'Kennon 1999, p. 284"
Matelea,reticulata,species,,Matelea reticulata,,284,"Diggs, Lipscomb & O'Kennon 1999, p. 284"
Matthiola,longipetala,species,,Matthiola longipetala,Eveningstock; Perfumeplant; Gilliflower; Stock,474,"Diggs, Lipscomb & O'Kennon 1999, p. 474"
Maurandya,antirrhiniflora,species,,Maurandya antirrhiniflora,Snapdragon -Vine; Snapdragon Maurandella; Vine Blue-Snapdragon; Violet Twining-Snapdragon,1002,"Diggs, Lipscomb & O'Kennon 1999, p. 1002"
Mazus,pumilus,species,,Mazus pumilus,,1003,"Diggs, Lipscomb & O'Kennon 1999, p. 1003"
Mecardonia,acuminata,species,,Mecardonia acuminata,Purple Mecardonia; Saw-Tooth Water-Hyssop,1003,"Diggs, Lipscomb & O'Kennon 1999, p. 1003"
Mecardonia,procumbens,species,,Mecardonia procumbens,Prostrate Mecardonia; Prostrate Waterhyssop; Stalked Water-Hyssop,1003,"Diggs, Lipscomb & O'Kennon 1999, p. 1003"
Medicago,arabica,species,,Medicago arabica,Spotted Bur-Clover; Spotted Medic,674,"Diggs, Lipscomb & O'Kennon 1999, p. 674"
Medicago,lupulina,species,,Medicago lupulina,Black Medick; None-Such; Hop-Clover; Yellow Trefoil,674,"Diggs, Lipscomb & O'Kennon 1999, p. 674"
Medicago,minima,species,,Medicago minima,Bur-Clover; Small Medic; Small Bur-Clover,674,"Diggs, Lipscomb & O'Kennon 1999, p. 674"
Medicago,orbicularis,species,,Medicago orbicularis,Button-Clover; Button Medic,674,"Diggs, Lipscomb & O'Kennon 1999, p. 674"
Medicago,polymorpha,species,,Medicago polymorpha,California Bur-Clover; Bur-Clover,674,"Diggs, Lipscomb & O'Kennon 1999, p. 674"
Medicago,sativa,species,,Medicago sativa,Alfalfa; Lucerne,676,"Diggs, Lipscomb & O'Kennon 1999, p. 676"
Melampodium,leucanthum,species,,Melampodium leucanthum,Rock Daisy; Plains Blackfoot; Black-Foot Daisy,388,"Diggs, Lipscomb & O'Kennon 1999, p. 388"
Melia,azedarach,species,,Melia azedarach,China-Berry; Pride-Of-India; Cavelón; Paráiso; China-Tree; White -Cedar; Ceylon Mahogany,823,"Diggs, Lipscomb & O'Kennon 1999, p. 823"
Melica,mutica,species,,Melica mutica,Two-Flower Melic; Narrow Melic,1284,"Diggs, Lipscomb & O'Kennon 1999, p. 1284"
